Duration,Total_Stops,Additional_Info,Airl_Air Asia,Airl_Air India,Airl_GoAir,Airl_IndiGo,Airl_Jet Airways,Airl_Jet Airways Business,Airl_Multiple carriers,Airl_Multiple carriers Premium economy,Airl_SpiceJet,Airl_Trujet,Airl_Vistara,Airl_Vistara Premium economy,Sour_Banglore,Sour_Chennai,Sour_Delhi,Sour_Kolkata,Sour_Mumbai,Dest_Banglore,Dest_Cochin,Dest_Delhi,Dest_Hyderabad,Dest_Kolkata,Dest_New Delhi,day_sin,day_cos,month_sin,month_cos,Dep_hour_sin,Dep_hour_cos,Price
735,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16,-0.8170032826257373,0.5766330168996305,7757
1375,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.9873633231729736,0.1584729252989982,13029
155,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16,0.9849359587671098,-0.172919510546133,3841
170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.3655476301831068,-0.9307926353745578,10216
80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,-0.6260893470097695,0.7797513254627275,3100
1560,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9895788034349068,-0.1439923324081471,8245
525,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,0.1971307707867823,-0.9803772025139146,14594
1090,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,-0.9889956228231538,0.1479447803629519,14237
895,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.8177704875523242,-0.5755444636936697,13164
450,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16,-0.7240820562661391,0.6897138361620708,14924
1150,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,-0.6156498149087941,0.7880198635838869,10844
435,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.4121636152466999,-0.911109847530346,7064
700,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,0.9491456322120914,-0.3148373688949731,9555
520,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.3754433436858726,-0.9268453461511104,7155
660,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16,0.84725517612605,-0.5311860940646095,12192
865,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,-0.9457375573395332,-0.3249314891441782,7353
275,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9260935036929332,-0.3772940794893915,5054
460,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.99868586439025,-0.0512498221177323,18485
705,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.994258972314923,-0.1070004484629539,10844
180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.8177704875523242,-0.5755444636936697,6144
90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,-0.9353427835400676,0.3537426709905352,2754
630,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.7623701221606186,-0.6471412495250195,12327
155,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9849359587671098,-0.172919510546133,3841
335,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,-0.2862597901942803,0.9581520403975178,12373
1275,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,-0.4109498817307042,0.911657937334788,10231
705,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.6476487483209827,-0.7619390387677116,7318
1200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,0.1050140832503411,-0.9944707347725676,16736
345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16,-0.528362330082819,0.8490189916306079,6195
90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9929051090611756,0.1189093957608706,2753
155,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.6166987122391229,-0.7871992748488832,3807
195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.6260893470097695,0.7797513254627275,5406
1275,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,-0.4109498817307042,0.911657937334788,10441
800,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.776824590094043,0.6297170445725778,8066
165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.983037814247797,-0.1834029873227636,6961
175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.6696912352046767,-0.7426396498235428,5586
320,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,-0.9969667659322304,-0.0778284499821822,7384
1280,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,0.1050140832503411,-0.9944707347725676,20800
330,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.994258972314923,-0.1070004484629539,13941
180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8177704875523242,-0.5755444636936697,5198
155,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,6.123233995736766e-17,0.6166987122391229,-0.7871992748488832,3807
755,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.5847644347191547,-0.8112031532776407,13838
1580,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9532541807668106,-0.3021695994811472,11185
175,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.7793342561260925,-0.626608424160089,7229
395,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.528362330082819,0.8490189916306079,10262
150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16,-0.9041227011520452,0.4272729119210922,4384
1390,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.3779106572132587,-0.9258420681545222,12819
775,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.6156498149087941,0.7880198635838869,7757
1590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,-0.7683697102683008,0.6400062408619213,7174
635,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,0.0652093306275621,-0.9978716065702568,6674
95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,-0.8092517642857829,0.5874619834511401,2227
1025,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9097325555892236,0.4151947462349448,13014
90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9540556258204836,-0.2996295426694196,3175
165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,0.6061608279073047,-0.7953420966544716,6565
1720,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387,-0.97403110849664,0.226414221463244,12681
135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,0.9532541807668106,-0.3021695994811472,3687
90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9041227011520452,0.4272729119210922,3210
160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.776824590094043,0.6297170445725778,4778
455,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.1446512350491384,-0.9894827033348076,10877
865,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,-0.7851416980953833,0.6193161663576191,9187
1520,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,-0.4109498817307042,0.911657937334788,6850
590,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.8100333975324802,-0.5863837437054228,14781
970,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.9457375573395332,-0.3249314891441782,13227
160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16,0.9571936672587714,-0.2894482395173693,4668
330,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,0.994258972314923,-0.1070004484629539,14178
1005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.983037814247797,-0.1834029873227636,8066
170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.3154693102727153,-0.9489357798481716,3943
690,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,0.9310358376001072,-0.3649277587472164,11200
585,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,-0.97403110849664,0.226414221463244,8586
775,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.6156498149087941,0.7880198635838869,13044
600,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.6476487483209827,-0.7619390387677116,8099
655,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9945404404273636,-0.104351867997395,10262
460,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.99868586439025,-0.0512498221177323,18275
900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.4999999999999999,-0.8660254037844387,0.9996273555861296,-0.0272974351154399,8475
140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.3618259799987489,0.9322456544269568,3873
90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.5944450603495627,0.8041362261619637,2227
165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9985458184535854,-0.0539096322456323,5228
1265,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.078492286741708,-0.996914720987737,5092
175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16,-0.5944450603495627,0.8041362261619637,4777
170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9944005881814616,0.1056762519413115,3383
1555,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.9491456322120914,-0.3148373688949731,8452
170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.4999999999999999,-0.8660254037844387,-0.077164578714462,0.997018368833704,3943
80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.6260893470097695,0.7797513254627275,3100
985,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.6577381223766592,-0.7532466809567944,14871
175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.1840575257535578,-0.9829154730766416,8016
780,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.9996273555861296,-0.0272974351154399,11789
440,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.4999999999999999,-0.8660254037844387,0.1050140832503411,-0.9944707347725676,10529
170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.9944005881814616,0.1056762519413115,5615
315,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.7623701221606186,-0.6471412495250195,4649
1045,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16,0.9944005881814616,0.1056762519413115,12723
705,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,0.994258972314923,-0.1070004484629539,10844
1325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.7240820562661391,0.6897138361620708,14714
190,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.639494461744814,-0.7687957032903545,6216
165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.6061608279073047,-0.7953420966544716,4148
320,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9910567043063973,-0.133441406052778,5647
590,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.4999999999999999,-0.8660254037844387,0.8100333975324802,-0.5863837437054228,10844
425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16,0.9746307060011028,0.2238190941805272,6818
1245,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.4999999999999999,-0.8660254037844387,0.3255611589364686,-0.9455209843213124,13643
840,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9571936672587714,-0.2894482395173693,6358
360,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,-0.3154693102727153,-0.9489357798481716,14714
270,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.7776625251571416,-0.6286819521556334,6460
890,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.6156498149087941,0.7880198635838869,9663
1655,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.994258972314923,-0.1070004484629539,13941
1440,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.8924229702296805,0.4511997808138149,5963
1025,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9097325555892236,0.4151947462349448,13014
1010,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16,-0.9320045173262912,-0.3624466577075682,9663
170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.3154693102727153,-0.9489357798481716,4423
440,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.1050140832503411,-0.9944707347725676,21219
415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,-0.9847048002699242,0.1742310429440421,7503
160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.5836835986086659,0.8119811923408311,4804
1615,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16,0.5955154394050386,-0.8033438625085921,15129
850,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9491456322120914,-0.3148373688949731,6197
140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0.4999999999999999,-0.8660254037844387,-0.9979148065306216,-0.0645448596477824,3597
705,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9310358376001072,-0.3649277587472164,9100
85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.4492935982947064e-16,1.0,0.4999999999999999,0.8660254037844387,0.9532541807668106,-0.3021695994811472,4050
930,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.4600907427347183,-0.8878718986710951,7723
1195,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16,-0.1433333659226937,0.989674464767719,15129
660,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.84725517612605,-0.5311860940646095,12373
170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.077164578714462,0.997018368833704,4591
135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16,0.8177704875523242,-0.5755444636936697,6300
165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.983037814247797,-0.1834029873227636,5176
600,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.6775651471942905,-0.7354627599733241,12717
135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,6.123233995736766e-17,0.1050140832503411,-0.9944707347725676,4405
380,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,-0.8268634321686206,-0.56240276007709,6749
435,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.4121636152466999,-0.911109847530346,7064
330,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,0.9532541807668106,-0.3021695994811472,16289
145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.1182482199365047,-0.9929840675871128,6297
