Route,Arrival_Time,Duration,Total_Stops,Additional_Info,Airl_Air Asia,Airl_Air India,Airl_GoAir,Airl_IndiGo,Airl_Jet Airways,Airl_Jet Airways Business,Airl_Multiple carriers,Airl_Multiple carriers Premium economy,Airl_SpiceJet,Airl_Trujet,Airl_Vistara,Airl_Vistara Premium economy,Sour_Banglore,Sour_Chennai,Sour_Delhi,Sour_Kolkata,Sour_Mumbai,Dest_Banglore,Dest_Cochin,Dest_Delhi,Dest_Hyderabad,Dest_Kolkata,Dest_New Delhi,day_sin,day_cos,month_sin,month_cos,Dep_hour_sin,Dep_hour_cos,Price
"['DEL', 'BBI', 'COK']",08:30,355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.5858442337198134,0.8104236755038963,13790
"['DEL', 'HYD', 'MAA', 'COK']",09:25 16 May,1420,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.5847644347191547,-0.8112031532776407,10975
"['CCU', 'BOM', 'BLR']",09:20 22 May,1495,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.8100333975324802,-0.5863837437054228,14388
"['DEL', 'BOM', 'COK']",01:30 07 Jun,450,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.9966478664344891,0.08181094261515885,7198
"['DEL', 'JAI', 'BOM', 'COK']",12:35 10 May,1615,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0.5955154394050386,-0.8033438625085921,13029
"['DEL', 'BOM', 'COK']",19:15,730,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.9532541807668106,-0.30216959948114724,12717
"['DEL', 'BOM', 'COK']",13:20,400,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9910567043063973,-0.13344140605277802,14871
"['CCU', 'BOM', 'PNQ', 'BLR']",20:50,860,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.994258972314923,-0.1070004484629539,10118
"['DEL', 'BOM', 'COK']",04:25 07 Jun,335,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.28625979019428033,0.9581520403975178,10262
"['BOM', 'HYD']",04:25,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.6281639877074193,0.7780809755722814,2071
"['BLR', 'DEL']",23:55,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.6260893470097695,0.7797513254627275,5228
"['BLR', 'BOM', 'DEL']",11:25 19 Mar,1110,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9540556258204835,-0.2996295426694196,7832
"['DEL', 'BOM', 'COK']",21:00,560,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.10501408325034112,-0.9944707347725675,7005
"['DEL', 'BDQ', 'BOM', 'COK']",12:35 10 Jun,1090,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.9889956228231538,0.14794478036295194,14237
"['BLR', 'DEL']",00:05 07 Apr,175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.6156498149087941,0.7880198635838869,3971
"['BLR', 'DEL']",01:00 22 Jun,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.3865250271867147,0.9222789184180182,3943
"['DEL', 'BOM', 'COK']",15:30,530,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9910567043063973,-0.13344140605277802,8574
"['DEL', 'BHO', 'BOM', 'COK']",19:15,800,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9957197078185813,0.09242436616866323,12646
"['DEL', 'UDR', 'BOM', 'COK']",18:50 22 Mar,1790,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.31546931027271535,-0.9489357798481715,13082
"['CCU', 'BOM', 'BLR']",08:15 22 May,1430,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.8100333975324802,-0.5863837437054228,13941
"['DEL', 'BOM', 'COK']",12:55,355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9571936672587714,-0.2894482395173693,5135
"['CCU', 'DEL', 'BLR']",20:25,625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.4600907427347183,-0.8878718986710951,11096
"['BLR', 'BOM', 'DEL']",09:30 16 Mar,640,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,6.123233995736766e-17,-0.28625979019428033,0.9581520403975178,13555
"['BLR', 'DEL']",12:35,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0.5847644347191547,-0.8112031532776407,5403
"['DEL', 'JDH', 'BOM', 'COK']",19:00,440,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.10501408325034112,-0.9944707347725675,15812
"['CCU', 'BOM', 'BLR']",08:15 22 May,735,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.8170032826257373,0.5766330168996305,14781
"['DEL', 'BLR', 'COK']",23:00,570,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.39020666082349154,-0.9207273004798873,8907
"['CCU', 'BLR']",23:20,155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.7421935553609063,0.6701855909975515,4145
"['CCU', 'DEL', 'BLR']",09:45 10 Jun,800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.776824590094043,0.6297170445725778,14151
"['DEL', 'BOM', 'COK']",15:30,570,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9996273555861296,-0.02729743511543999,7845
"['DEL', 'BOM', 'COK']",19:15,600,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.6476487483209827,-0.7619390387677116,8099
"['DEL', 'BOM', 'COK']",01:30 28 May,630,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.7536844845262299,-0.6572364093569613,13377
"['BLR', 'HYD', 'VGA', 'DEL']",11:20 13 Mar,1710,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.9871514017232036,-0.15978770314362206,12734
"['DEL', 'BOM', 'COK']",04:25 04 Jun,335,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.28625979019428033,0.9581520403975178,10262
"['BLR', 'DEL']",22:00,185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.9740311084966399,0.22641422146324408,7229
"['BOM', 'DEL', 'HYD']",09:25 07 Mar,1480,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.7776625251571416,-0.6286819521556334,12395
"['CCU', 'BOM', 'BLR']",09:15 25 Mar,810,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.8924229702296805,0.45119978081381495,11134
"['DEL', 'BOM', 'COK']",18:50,350,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.31546931027271535,-0.9489357798481715,6540
"['DEL', 'BOM', 'COK']",19:15,755,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9910567043063973,-0.13344140605277802,7354
"['DEL', 'JAI', 'BOM', 'COK']",07:40 25 Jun,1180,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.05457452575746246,-0.9985097000722367,9548
"['CCU', 'DEL', 'BLR']",10:45 02 May,1655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9491456322120914,-0.3148373688949731,9187
"['DEL', 'HYD', 'COK']",12:10,275,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0.9260935036929331,-0.37729407948939153,5054
"['CCU', 'DEL', 'BLR']",20:25,625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.4600907427347183,-0.8878718986710951,10413
"['CCU', 'BLR']",00:05 28 May,160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.5836835986086659,0.8119811923408311,4804
"['BOM', 'HYD']",07:55,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.9955957389445023,-0.09375033117568468,4049
"['DEL', 'BOM', 'COK']",01:30 28 Jun,390,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.9399706612026074,0.34125526527561895,6795
"['CCU', 'BLR']",23:20,155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.7421935553609063,0.6701855909975515,4435
"['CCU', 'BOM', 'BLR']",04:40 13 Jun,730,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9320045173262911,-0.36244665770756823,6224
"['CCU', 'BLR']",22:55,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.7851416980953833,0.6193161663576191,4804
"['DEL', 'HYD', 'COK']",16:10,665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,0.9746307060011029,0.22381909418052723,6171
"['DEL', 'BOM', 'COK']",21:00,575,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.14465123504913843,-0.9894827033348076,6093
"['CCU', 'BLR']",19:50,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-0.9895788034349067,-0.1439923324081471,4174
"['BOM', 'HYD']",04:05,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.5858442337198134,0.8104236755038963,3342
"['DEL', 'BOM', 'COK']",21:00,660,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.4600907427347183,-0.8878718986710951,13587
"['DEL', 'BOM', 'COK']",04:25 22 May,395,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.528362330082819,0.8490189916306079,16079
"['DEL', 'COK']",08:50,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.9893861645100313,0.1453100735535198,6015
"['CCU', 'DEL', 'BLR']",19:10 25 May,1570,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,-0.983037814247797,-0.18340298732276367,13067
"['DEL', 'BOM', 'COK']",12:35,460,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.9362816565961319,0.35125013810901595,9103
"['CCU', 'DEL', 'BLR']",23:35 25 May,1630,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,-0.776824590094043,0.6297170445725778,14151
"['DEL', 'IXC', 'BOM', 'COK']",18:50,750,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9967559341278761,-0.08048358702782274,11538
"['DEL', 'HYD', 'MAA', 'COK']",21:20,765,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.79412963069063,-0.6077484098368037,8146
"['CCU', 'HYD', 'BLR']",04:40 07 May,580,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.9399706612026074,0.34125526527561895,6117
"['DEL', 'BOM', 'COK']",04:25 04 Mar,1570,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.5418624327185525,0.8404671938917856,17024
"['BLR', 'BOM', 'DEL']",07:40 02 Mar,1055,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.565152571496999,-0.8249864065124524,22270
"['CCU', 'DEL', 'BLR']",21:05 10 Jun,1480,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.776824590094043,0.6297170445725778,12692
"['CCU', 'DEL', 'BLR']",20:20,790,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.9491456322120914,-0.3148373688949731,8610
"['DEL', 'HYD', 'COK']",22:30,920,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9491456322120914,-0.3148373688949731,6723
"['BLR', 'DEL']",19:35,155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.983037814247797,-0.18340298732276367,4878
"['BLR', 'BOM', 'DEL']",07:40 07 Mar,665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,-0.759778558112681,0.6501819304104162,16736
"['CCU', 'BOM', 'BLR']",09:15 25 Mar,1160,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.45060543974273704,-0.8927232144815405,11134
"['BLR', 'DEL']",06:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.8749817409708072,0.4841559180343614,3943
"['DEL', 'BOM', 'COK']",21:00,720,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.6775651471942905,-0.7354627599733241,13587
"['DEL', 'IDR', 'BOM', 'COK']",04:25 07 Mar,1380,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9851653704296665,0.17160767146656974,16914
"['BOM', 'HYD']",00:15 19 May,90,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.29899419563214763,0.9542549297636795,1965
"['DEL', 'BOM', 'COK']",21:00,480,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.31546931027271535,-0.9489357798481715,8073
"['BLR', 'DEL']",15:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.31546931027271535,-0.9489357798481715,3943
"['CCU', 'HYD', 'BLR']",20:05,290,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-0.7793342561260925,-0.626608424160089,5170
"['BLR', 'DEL']",14:30,170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.10501408325034112,-0.9944707347725675,3398
"['CCU', 'BLR']",12:55,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.4121636152466999,-0.911109847530346,4409
"['BLR', 'DEL']",20:45,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.9979148065306217,-0.06454485964778242,8541
"['BLR', 'DEL']",06:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.8749817409708072,0.4841559180343614,4777
"['CCU', 'BLR']",00:40 19 Mar,140,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,1.0,6.123233995736766e-17,-0.36182597999874894,0.9322456544269567,3847
"['CCU', 'BOM', 'BLR']",12:00 02 Apr,1025,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.9740311084966399,0.22641422146324408,7064
"['BLR', 'DEL']",23:50,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.6364178405665529,0.7713444964531773,4668
"['BOM', 'HYD']",00:10 19 Mar,85,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.0,6.123233995736766e-17,-0.29899419563214763,0.9542549297636795,1965
"['CCU', 'BOM', 'BLR']",16:20,590,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.994258972314923,-0.1070004484629539,14781
"['BOM', 'HYD']",10:40,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.6577381223766592,-0.7532466809567944,4049
"['CCU', 'BOM', 'BLR']",08:15 19 May,800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9740311084966399,0.22641422146324408,13584
"['DEL', 'BOM', 'COK']",12:35 19 May,940,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.7240820562661391,0.6897138361620708,12373
"['DEL', 'BOM', 'COK']",19:00 28 May,1620,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.9001003353648385,-0.43568266694476776,16079
"['BLR', 'DEL']",11:20,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.8177704875523242,-0.5755444636936697,7229
"['BLR', 'BOM', 'DEL']",21:20 07 Mar,1435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,-0.5836835986086659,0.8119811923408311,17471
"['CCU', 'BOM', 'BLR']",16:20,590,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.994258972314923,-0.1070004484629539,14781
"['CCU', 'BOM', 'BLR']",19:50,800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.994258972314923,-0.1070004484629539,14571
"['DEL', 'BOM', 'COK']",12:35,525,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.80294714630459,0.5960502329848679,10197
"['DEL', 'BLR', 'COK']",22:50,295,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.9992798027620355,-0.03794569530088034,5975
"['DEL', 'BOM', 'COK']",01:30 10 Apr,465,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.9979148065306217,-0.06454485964778242,8535
"['DEL', 'BOM', 'COK']",21:00,665,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.5629532220621914,-0.8264887596149127,12537
"['CCU', 'BLR']",23:20,155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,-0.7421935553609063,0.6701855909975515,4145
"['BOM', 'HYD']",10:40,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.6577381223766592,-0.7532466809567944,4049
"['CCU', 'DEL', 'BLR']",10:40 10 May,720,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.31167557368604215,0.9501885795816937,5192
"['BLR', 'DEL']",23:55,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.6260893470097695,0.7797513254627275,6121
"['DEL', 'BOM', 'COK']",19:15,925,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.80294714630459,0.5960502329848679,8669
